,A5,AWS,Ag,Al,Applications,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Other,Others,P,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,Si,Sn,Suitable_For,Ti,V,W,Zn,Zr,url
393,20.0,,,,"Drilling platforms, crane building, offshore fundamentals, jack ups, narrow gab welding, multi layer welding, Narrow gab, Creep resistant steels requiring low Bruscato factor, Nuclear applications",,,,SAW Arc Submerged,,,,,,,580.0,2.0,,0,PWHT,,,47.0,14174: SA FB 1 55 AC H5,,,,,FL X,,,,,,,0.015,"Neutral high basic flux suitable for a weight range of wire combinations including multi layer welding in high demanding offshore applications because of its low hydrogen content and low Bruscato factor. The weld deposit shows extreme impact properties, excelent slag removal also in narrow gab and standard multi layer welding.


Basicity according to Boniszewski:Grain size according DIN EN 760:
2,70,2,0 mm


 ",2,1900.5,605.0,460.0,0.015,,,"S355, S420, S460, S690, P500, P550, X65, X70, X80,  Weldox 700, Naxtra 70, Hardox 400, Dilimax, P91, P24, CrMo1, CrMo2, 13CrMo4-5, G17CrMo5-5, G22CrMo5-4, 10CrMo9-10, 12CrMo9-10, ASTM Grade A 387 Gr. 22",,,,,,http://www.ceweld.nl/en/product/fl-x
394,26.0,A.5.18: ER 70 S-6,,,"construction, offshore, car-plate welding, shipbuilding, piping, root welding, bridges, repair,  etc...",,,0.09,GMAW-GTAW Solid wires,,,,,1.5130000000000001,,0.0,,,0,,130.0,110.0,,14341-A: G 50 5 M 4Si1,,1.75,,,G 50,,,,,,,,Extreme easy to weld with excellent welding properties and increased yield strenght. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications. Weldable with Co2 and Mix gas.,0,,615.0,515.0,0.025,0.9,,"

MaterialsshipbuildingUnalloyed steelsboiler steelspipe steels-Fine grain steelsAPI-standard
DINA, B, D, E, AH 32 - EH 36St 33, St 37-2 - St 52-3H I, H III, 17Mn4, 19Mn5St 35.8, St 45.8StE 210.7 TM, StE 445.7 TMStE 255 to StE 460X 42, X65, X 70

ENsameS185 - S355P235GH, P355GHP235T1/T2, P460NL2L210 - L445MBS235 - S460QL1X 42, X65, X 70


ASTMTypicalA 258 / A 516A 662 / A 387A 738 / A 612A 299--



Domex 460 MC
 
 
 


 ",,,,,,http://www.ceweld.nl/en/product/g-50
395,20.0,A 5.2: R 45,,,"Gas welding of unalloyed steels with a minimum tensile strength of 340 MPa. Mainly used for welding plates, pipes and other profiles with low strenght required.",,,0.1,Oxi-Acetylene welding,,,,8554: G1,1.0324,,0.0,,150.0,2,AW,35.0,,,12536: O1,,0.5,,,G1,,,,,,,,"Joints are homogenous and soft, the mechanical treatment  is very good. ",0,,405.0,260.0,,0.2,,"St33, St52, St35, St35.8, 1.0035, 1.0561, 1.0308, 1.0305",,,,,,http://www.ceweld.nl/en/product/g1
396,20.0,A 5.2: ~R 60,,,Gas welding of unalloyed steels with a minimum tensile strength of 400 MPa,,,0.1,Oxi-Acetylene welding,,,,8554: G2,1.0494,,0.0,,,0,AW,47.0,,,12536: O2,,1.0,,,G2,,,,,,,,"Joints are homogenous and soft, the mechanical treatment  is very good",0,,400.0,300.0,,0.08,,"S235G2T, S255GT, S235JO, S275JO, P235G1TH, P255G1TH,P235GH, P265GH, P285NH
 ",,,,,,http://www.ceweld.nl/en/product/g2
397,20.0,AWS A5.2: R60,,,Gas welding of unalloyed steels,,,0.09,Oxi-Acetylene welding,,,,DIN 8554: G3,1.6215,,0.0,,,0,AW,65.0,,,EN 12536: O3,,1.1,,,G3,,,0.4,,,,,,1,,470.0,340.0,,0.1,,"S 235G2T-S255GT, S235JO-S275JO, P235G1TH, P255G1TH, P235GH, P265GH, P285NH, P295GH",,,,,,http://www.ceweld.nl/en/product/g3
398,22.0,A 5.2: R 65,,,"Finegrain and creep resistant molybdenum containing steels. Suitable for working temperatures up to 500°Celsius. It’s suited  in trade and industry for welding plates, pipes, boilers and other profiles. ",,,0.11,Oxi-Acetylene welding,,,,8554: G IV,1.5425,,0.0,,,0,AW,60.0,,,12536: O IV,,1.0,0.5,,G4 (H44Mo),,,,,,,,High   strength   ManganesMolybdenu  alloyed filler metal for flame welding with extreme good flowing properties without spatters during welding. Excelent mechanical strenght due to the addition of Molybdenium.The deposit is homogenous and suitable for heat treatment (PWHT). ,0,,500.0,350.0,,0.2,,"St37, St42, St35.8, St45.8, 15Mo3, HI, HIII, HII, 17Mn4, 1.0038, 1.0570, 1.0305, 1.0405, 1.5415, 1.0345, 1.0435, 1.0481, 15Mo3, 16Mo3",,,,,,http://www.ceweld.nl/en/product/g4-h44mo
399,,,,,,,,,Brazing,,,,8511: F-SH2,,,0.0,,,0,,,,,1045: FH 21,,,,,Gas-Flux,,,,,,,,,1,,,,,,,"Gas flux (liquid) that comes allong with the flame for brazing copper, brass, bronze, steel and galvanised steel. Working range from 750 to 1100 degrees celsius.
",,,,,,http://www.ceweld.nl/en/product/gas-flux
400,,A 5.15:,,,,,,3.2,SMAW Stick Electrodes,,,,8573: E (FeC-2) BG 49,,,0.0,,250.0,1,AW,,,,1071: EC FeC-2-7,,0.6,,,GGG,,,0.6,,,,,,2,350.0,270.0,,,3.7,,"Cast iron parts, Nickel free for colour matching grey cast Iron. Repair of non invisible blow holes etc.",,,,,,http://www.ceweld.nl/en/product/ggg
401,,A 5.15: ~E St,,,,,,0.2,SMAW Stick Electrodes,,,,8573: ~E Fe1  / S21,,99.0,0.0,,180.0,1,AW,,,,1071: EC St 1,,0.7,,,GGG L,,,,,,,,,1,180.0,,,,0.1,,"Cast iron parts, Nickel free for colour matching grey cast Iron, maleable cast iron and Nodular cast iron. Repair of non invisible blow holes etc.",,,,,,http://www.ceweld.nl/en/product/ggg-l
402,,no standard,,,"Guts is suitable for all materials that has conductivity, it is used on aluminium, cast iron, steel, copper, nickel etc…. Guts can be a solution in cases where a cutting flame will produce too much 
heat or at hardly reachable places. Also it can be very useful on materials that cannot be flame cut such as stainless steel. ",,,,SMAW Stick Electrodes,,,,no standard,,,0.0,,,0,,,,,no standard,,,,,Guts,,,,,,,,Chamfering instructions:Guts can be used on high amps and must have an angle of about 15 degrees (almost flat) to give the best results. The working speed when making grooves can be improved by making slightly pushing movements in one direction. Guts B2 has a non conductive coating for excellent applicability in hard to reach places.,0,,,,,,,"Gouging, drilling holes, remove old weld metal, chamfering, cutting, weld preparations etc.",,,,,,http://www.ceweld.nl/en/product/guts
403,,A 5.15: E St,,,,,,,SMAW Stick Electrodes,,,,8573: ~E NiFe BG 11,,,0.0,,,0,,,,,1071: EC St1,,,,,HGW,,,,,,,,,1,,,,,,,,,,,,,http://www.ceweld.nl/en/product/hgw
404,30.0,A 5.11: E NiCrMo-3,,,"Nicro 625 is developed for welding and cladding nickel-based alloys such as alloy 625 or similar materials. This alloy can also be used for welding dissimilar nickel-based alloys to each other, to alloyed steels, to stainless steels and for joining 9% Nickel steels. ",,,0.1,SMAW Stick Electrodes,,21.5,0.5,1736: EL-NiCr20Mo9Nb,2.4621,7.0,0.0,,,0,AW,75.0,,45.0,14172: E Ni 6625,,1.0,9.0,,Inconel 112 (E NiCro 625),,7.3,,55.0,0.5,,0.03,"Very good resistance against pitting corrosion and crevice corrosion.Very good against acid, neutral or alkaline media, with or without chlorides.Very good resistance at high temperatures, especially against oxidation. ",2,260.0,760.0,450.0,0.02,0.75,,"This alloy can also be used for welding dissimilar nickel-based alloys to each other, to alloyed steels, to stainless steels and for joining 9% Nickel steels. X10NiCrAlTi, 32-20H, 32-21, X8 Ni9, ASTM A 533 Gr1, 800H, Sanicro 28, 254SMo, inconel 625, UNS : N08926, N08825, N06625, N08002. DIN : X8Ni9, X1NiCrMoCuN25 20 6, X1NiCrMoCuN25 20 5, NiCr21Mo, NiCr22Mo9Nb W.Nr:: 1.4876, 1.5656, 1.4529, 2.4858, 2.4856, 1.4539, 1.4547, 2.4660",,,,,,http://www.ceweld.nl/en/product/inconel-112-e-nicro-625
405,53.5,A 5.11: E NiCrFe3,,,"Nicro 600 electrodes are used for welding of nickel-chromium-iron (Inconel 600, 601 and 690) alloys to themselves, and for dissimilar welding between nickel-chromium-iron (Monel, Inconel and incoloy) alloys and steels or stainless steels. The applications include surfacing as well as clad-side welding. High manganese of this weld deposit reduces the possibility of micro fissures. High manganese reduces creep strength, which limits its usage up to 900°F ",,,0.1,SMAW Stick Electrodes,,15.0,0.5,1736: EL-NiCr15FeMn,2.4807,10.0,0.0,,,0,AW,370.0,36.0,,14172: E Ni 6182,,7.25,,,Inconel 182 (E NiCro 600),1.75,,59.0,,0.5,,0.03,High mechanical properties with excellent thermal schock resistance and impact values at sub zero temperatures down t196°C,1,,552.0,80000.0,0.015,1.0,,"Dissimilar welds for which the electrode are used include INCONEL alloys and INCOLOY or Hastelloy alloys joined to carbon steels, stainless steels, nickel and MONEL alloys, MONEL alloys joined to carbon steels; nickel joined to stainless steels; and stainless steels joined to carbon steels.
Alloy type : Incoloy 800, DS - Inconel 600, 601, UNS Nr (unified numbering system) : K 81340, N06600, N06601, N08800, N08810. DIN design : X8Ni9 - 12Ni19 - 10Ni 14 - NiCr15Fe - NiCr23Fe - X10NiCrAITi3220 - X10CrNiMoNb18.12 - NiCr20Ti. W.Nrs: 1.5662 - 1.5680 - 1.5637 - 1.4876 - 1.4583 - 2.4816 - 2.4851 - 2.4951, 2.4806, Alloy 82, 1.4816, 600L, 800H, Alloy 80A, Aloy 75, difficult to Weld steel, chain, cock wheels, kiln tyre
 ",1.0,,,,,http://www.ceweld.nl/en/product/inconel-182-e-nicro-600
406,8.4,A 5.8: BCuP-5,15.0,,"Copper to copper (without flux). Brass, copper and copper-tin alloys (with flux). Do not use in a sulphurous environment. For working temperatures up to 200ºC ",,,,Brazing,,,1.0,8513: L-Ag15P,,,0.0,,707.5,0,,710.0,,,1044: CP 102,,,,,L-Ag15P,,,,,,,5.0,Phosphorus silver brazing alloy. Self picking on copper. Used for strong brazing of uneven junctions. Good mechanical characteristics at low temperatures.,0,,250.0,,,,,"Particularly recommended for sanitary and refrigerating installations.. Applications: Copper to copper (without flux). Brass, copper and copper-tin alloys (with flux). Do not use in a sulphurous environment.",,,,,,http://www.ceweld.nl/en/product/l-ag15p
407,8.4,A 5.8: no standard,18.0,,"Particularly recommended for sanitary and refrigerating installations, boilers, heat exchangers, tubing etc. Do not use in a sulphurous environment.
For working temperatures up to 200ºC ",,,,Brazing,,,75.0,8513: L-Ag18P,,,0.0,,645.0,1,,650.0,,,1044: CP 101,,,,,L-Ag18P,,,,,,,7.0,Eutectic alloy self pickling on copper. Exceptional fluidity. It is very well suitable for the repair of the capillary losses of brazed joints with lower silver containing Phocopper alloys. Ideal where the heat feeding is critical because of its low operating temperature. ,0,,250.0,,,,,"Copper to copper (without flux). Brass, copper and copper-tin alloys (with flux). Do not use in a sulphurous environment.",,,,,,http://www.ceweld.nl/en/product/l-ag18p
408,8.4,A 5.8: BCuP-8,17.6,,"Particularly recommended for sanitary and refrigerating installations, boilers, heat exchangers, tubing etc. Do not use in a sulphurous environment.
For working temperatures up to 200ºC ",,,,Brazing,,,1.0,8513: L-Ag18P,,,0.0,,654.5,1,,670.0,,,3677: B-Cu76AgP-643/666,,,,,L-Ag18PL,,,,,,,6.35,Self pickling on copper. Exceptional fluidity. It is very well suitable for the repair of the capillary losses of brazed joints with lower silver containing Phocopper alloys. Ideal where the heat feeding is critical because of its low operating temperature. ,0,,250.0,,,,,"Copper to copper (without flux). Brass, copper and copper-tin alloys (with flux). Do not use in a sulphurous environment.",,,,,,http://www.ceweld.nl/en/product/l-ag18pl
409,,A 5.8: no standard,,,,,,,Brazing,,,,8513: L-Ag20Cd,,,0.0,,,0,,,,,1044: AG 309,,,,,L-Ag20Cd,,,,,,,,,1,,,,,,,"Brazing: Steels, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.
",,,,,,http://www.ceweld.nl/en/product/l-ag20cd
410,,A 5.8: no standard,,,,,,,Brazing,,,,8513: L-Ag20Sn,,,0.0,,,0,,,,,1044:,,,,,L-Ag20Sn,,,,,,,,,1,,,,,,,"Brazing: Steels, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.",,,,,,http://www.ceweld.nl/en/product/l-ag20sn
411,,A 5.8: no standard,27.0,,,,,,Brazing,,,38.0,8513: L-Ag27,,,0.0,,,0,,,,,1044: AG 503,,9.5,,,L-Ag27,,,5.5,,,,,,1,,,,,,,"Brazing tungsten tool tips, widia, and molybdenium alloys to steel",,,,20.0,,http://www.ceweld.nl/en/product/l-ag27
412,,A 5.8: No standard,2.0,,"Particularly recommended for sanitary, refrigerating and large tubing installations..Do not use in a sulphurous environment. 
For working temperatures up to 200ºC ",,,,Brazing,,,92.0,8513: L-Ag2P,,,0.0,,722.5,1,AB,,,,1044: CP 105,,,,,L-Ag2P,,,,,,,6.0,Phosphorus silver brazing alloy. Self pickling on copper with good fluidabillity. Strong joints with good gab bridging properties. ,0,,250.0,,,,,"Phosphorus silver brazing alloy. Self picking on copper. Copper to copper (without flux). Brass, copper and copper-tin alloys (with flux).",,,,,,http://www.ceweld.nl/en/product/l-ag2p
413,750.0,A 5.8: no standard,30.0,,"Brazing a weight range of different metals in maintanance and repair with excelent strenght, Boiler making, tubing, cooling equipment etc. The presence of tin improves the fluidity is useful to increase the activity of the flux.
Do not use this alloy above working temperatures of 200ºC .",,,,Brazing,,,36.0,8513: L-Ag30Sn,,,0.0,,,0,AB,722.5,,,1044: AG 107,,,,,L-Ag30Sn,,,,,,-,,,0,,8.9,460.0,,,2.0,"Brazing: Steels, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.",,,,32.0,,http://www.ceweld.nl/en/product/l-ag30sn
414,12.0,A 5.8: no standard,34.0,,,,,,Brazing,,,36.0,8513: L-Ag34Sn,,,0.0,,680.0,0,AB,9.0,,710.0,1044: AG 106,,,,,L-Ag34Sn,,,,,,,,,1,,420.0,,,0.15,2.5,"Brazing: Steels, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.",,,,27.5,,http://www.ceweld.nl/en/product/l-ag34sn
415,9.1,A 5.8: BAg-28,40.0,,"Brazing a weight range of different metals in maintanance and repair with excelent strenght, Boiler making, tubing, cooling equipment etc. Do not use this alloy above working temperatures of 200ºC .",,,,Brazing,,,30.0,8513: L-Ag40Sn,,,0.0,,680.0,0,AB,690.0,,,1044: AG 105,,,,,L-Ag40Sn,,,,,,,,Universal silver brazing alloy without cadmium with extreme low operating temperature and high mechanical properties. Due to the addition of Sn. this alloy will show a bright looking joint and is more capillary then the standard silver brazing alloys.,0,,400.0,,,,2.0,"Brazing: Steels, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.",,,,28.0,,http://www.ceweld.nl/en/product/l-ag40sn
416,9.2,A 5.8: BAg-36,45.0,,"Brazing a weight range of different metals in maintanance and repair with excelent strenght, Boiler making, tubing, cooling equipment etc.
Do not use this alloy above working temperatures of 200ºC ",,,,Brazing,,,27.0,8513: L-Ag45Sn,,,0.0,,660.0,0,AB,670.0,,,1044: AG 104,,,,,L-Ag45Sn,,,,,,,,Most universal silver brazing alloy without cadmium with extreme low operating temperature and high mechanical properties. Due to the addition of Sn. this alloy will show a bright looking joint and is more capillary then the standard silver brazing alloys. ,0,,400.0,,,,3.0,"Steels, Copper, Copper alloys, Stainless steel, Cast Iron, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.",,,,25.0,,http://www.ceweld.nl/en/product/l-ag45sn
417,8.9,A 5.8: BAg-22,49.0,,,,,,Brazing,,,16.0,8513: L-Ag49,,,0.0,,,0,AB,690.0,665.0,,1044: AG 502,,7.5,,,L-Ag49NiMn,,,4.5,,,,,,1,,350.0,,,,,"Brazing tungsten tool tips, diamont, widia, and molybdenium alloys to steel",,,,23.0,,http://www.ceweld.nl/en/product/l-ag49nimn
418,9.5,A 5.8: BAg-7,55.0,,"Joining: Steels, Cast iron, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals. 
Do not use this alloy above working temperatures of 200ºC ",,,,Brazing,,,22.0,8513: L-Ag55Sn,,,0.0,,635.0,0,AB,650.0,,,1044: AG 102,,,,,L-Ag55Sn,,,,,,,,High silver containing universal silver brazing alloy without cadmium with low operating temperature and high mechanical properties. Due to the addition of Sn. this alloy will show a bright looking joint and is more capillary then the standard silver brazing alloys.,1,,400.0,,,,5.0,"Brazing: Steels, Cast iron, Copper, Copper alloys, Stainless steel, Nickel and Nickel alloys. Also suitable for dissimilar joints between these metals.",,,,17.0,,http://www.ceweld.nl/en/product/l-ag55sn
419,8.2,A 5.8: BCuP-3,5.0,,Particularly recommended for sanitary and refrigerating equipment. Suitable for working temperatures up to 200ºC ,,,,Brazing,,,89.0,8513: L-Ag5P,,,0.0,,722.5,0,AB,710.0,,,1044: CP 104,,,,,L-Ag5P,,,,,,,6.0,Excelent flowing alloy with high purity offering strong brazing joints. Do not use in a sulphurous environment. ,0,,250.0,,,0.02,,"Copper to copper (without flux). Brass, copper and copper-tin alloys (with flux).",,,,,,http://www.ceweld.nl/en/product/l-ag5p
