,As,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Nb,Ni,Ni+Mn,P,P S,S,S Ni,SN,Si,Si P,Sn,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,category,name,url
538,,,245.0,0.30000000000000004,,,29.5,,1.0,,0.2,,,0.5,,0.03,,0.03,,,0.8,,,530.0,0.1,442.5, E7018 H4R,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control",891,"conformances
aws-a5.5/a5.5m:-2006-e9010-g
asme-sfa-a5.5:-e9010-g
welding-positions
all",Requirements - AWS E7018 H4R,Typical Results(3) - As-Welded,diameters-/-packaging,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner18P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner18P(LincolnElectric)
539,,0.045,47.0,0.11,,2.5,17.0,,1.675,,0.45,,,2.25,,,0.02,,,,0.47500000000000003,,,630.0,,540.0, E9018-B3,"key-features
capable-of-producing-weld-deposits-with-
760-mpa-(110-ksi)-tensile-strength-
premium-arc-performance-
square-coating-burn-off-
easy-strike-and-re-strike-
effortless-slag-removal
welding-positions
all,-except-vertical-down",893,"typical-applications
quenched-and-tempered-crane-booms
steels,-such-as-a514,-
trailer-frames
a517-and-a709
general-fabrication-of-
high-strength-steels",Requirements - AWS E9018-B3,"Typical Performance
As-Welded","conformances
aws-a5.5/a5.5m:-2006-e11018m-h4r
asme-sfa-a5.5:-e11018m-h4r
abs:-4yq690-h5
dnv-grade:-4-ym69-h5
cwb/csa-w48-06:-e7618-m-h4r
s-e11018m-h4r-•-low-alloy,-low-hydrogen",,,
540,,0.2,,0.30000000000000004,,,,,1.2,,0.5,,,1.0,,0.03,,,,,0.6000000000000001,,,,0.5,, E9018-B3,diameters-/-packaging,894,"(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",Requirements - AWS E9018-B3,"Typical Performance
As-Welded","(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric)
541,,0.15,,0.30000000000000004,,,,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,,1.75,, E9018-B3,"aws-a5.1:-e7018-h4r
asme-sfa-a5.1:-e7018-h4r
abs:-e7018,-3y
lloyd’s-register:-3ym-h5
dnv-grade:-3-y40h5
gl:-3yh5
bv-grade:-3yhhh
cwb/csa-w48-06:-e4918-1
mil-e-22200/1:-mil-7018",894,•-smooth-arc-performance,Requirements - AWS E9018-B3,"Typical Performance
As-Welded","•-general-fabrication
welding-positions
all,-except-vertical-down",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric)
542,,,,,,,17.0,,,,,,,,,,,,,,,,,490.0,,400.0, E7014,,896,,Requirements - AWS E7014,Typical Results(3) - As-Welded,,,,
543,,,74.0,,,,26.0,,,,,,,,,,,,,,,,,537.5,,455.0, E7014,,897,,Requirements - AWS E7014,Typical Results(3) - As-Welded,,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric)
544,,0.15,,0.2,,,19.0,,1.21,1.5,0.30000000000000004,,,0.30000000000000004,,0.035,,0.035,,,0.9,,,550.0,0.08,460.0, E8010-G,"diameters-/-packaging
diameter-length
-1",899,"(cid:23)(cid:3)high-deposition-rates
(cid:23)(cid:3)smooth-bead-appearance
(cid:23)(cid:3)mal-spatter
(cid:23)(cid:3)shallow-penetration",Requirements - AWS E8010-G,Typical Results(3) - As-Welded,"(cid:23)(cid:3)large-welds
(cid:23)(cid:3)slightly-downhill-(15°-positions
(cid:23)(cid:3)multiple-pass-welding",,,
545,,,,,,,17.0,,,,,,,,,,,,,,,,,620.0,,530.0, E9010-G,,90,,Requirements - AWS E9010-G,Typical Results(3) - As-Welded,,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric)
546,,0.045,59.0,0.025,,,25.0,,0.8250000000000001,,,,,,,0.016,,0.008,,,0.405,,,637.5,0.01,540.0, E8010-G,"diameters-/-packaging
diameter-length
-1",900,"(cid:23)(cid:3)high-deposition-rates
(cid:23)(cid:3)smooth-bead-appearance
(cid:23)(cid:3)mal-spatter
(cid:23)(cid:3)shallow-penetration",Requirements - AWS E8010-G,Typical Results(3) - As-Welded,"(cid:23)(cid:3)large-welds
(cid:23)(cid:3)slightly-downhill-(15°-positions
(cid:23)(cid:3)multiple-pass-welding",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric)
547,,,,,,,22.0,,,,,,,,,,,,,,,,,490.0,,390.0, E7010-A1,,902,,Requirements - AWS E7010-A1,Typical Results(3)  - As-Welded,,,,
548,0.005,0.075,39.0,6.0,0.005,,27.5,,0.7000000000000001,,0.15,,,,,0.012,,0.015,,,0.225,,0.01,560.0,,475.0, E7010-A1,"aws-a5.5-e8018-b2-h4
%-bs-en-iso-3580-a-e-crmo1-b
bs-en-iso-3580-b-e-5516-1cm
bs-2493-1crmo-b-h
w-
din-8575-ecrmo-1-b-2-6
5-ppm)",903,"•-designed-for-prolonged-•-designed-for-welding-
elevated-temperatures-up-1.25%-chromium,-0.50%
to-550°c-(1022°f)-molybdenum-steels
•-refineries-where-corrosion-•-trace-elements-are-
resistance-to-sulphur-controlled-to-ensure-low
bearing-crude-oil-is-at-bruscato-(x-factor-15
250-450°c-(482-842°f)-and-wantanbe-
(j-factor-180-ppm)-fa
welding-positions----------
all",Requirements - AWS E7010-A1,Typical Results(3)  - As-Welded,"diameters-/-packaging
diameter-4.2-kg-(9.3-lb)-
easy-open-can",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D90(LincolnElectric)
549,0.005,0.075,,6.0,0.005,,17.0,,0.7000000000000001,,0.15,,,,,0.012,,0.015,,,0.225,,0.01,620.0,,530.0, E9010-G,"on-aws-a5.5-e9018-b3
mium,-
bs-en-iso-3580-a-e-crmo1-b-3-2
loy-
bs-en-iso-3580-b-e-6216-2c1m
bs-2493-2crmo-b-h
din-8575-ecrmo-2-b-2-6
w-
5-ppm)",905,"•-designed-for-prolonged-•-designed-for-all-positio
elevated-temperatures-up-welding-of-2.25%-chrom
to-600°c-(1112°f)-1%-molybdenum-low-all
steels
•-refineries-where-corrosion-
resistance-to-sulphur-•-trace-elements-are-
bearing-crude-oil-is-at-controlled-to-ensure-low
250-450°c-(482-842°f)-bruscato-(x-factor-15
and-wantanbe-
(j-factor-180-ppm)-fa
welding-positions----------
all",Requirements - AWS E9010-G,Typical Results(3) - As-Welded,diameters-/-packaging,,,
550,,0.06,,,,,17.0,,1.06,,,,,,,0.015,,0.02,,,0.41500000000000004,,,620.0,,530.0, E9010-G,"aws-a5.1:-e7018-h4r
asme-sfa-a5.1:-e7018-h4r
abs:-e7018,-3y
lloyd’s-register:-3ym-h5
dnv-grade:-3-y40h5
gl:-3yh5
bv-grade:-3yhhh
cwb/csa-w48-06:-e4918-1
mil-e-22200/1:-mil-7018",905,•-smooth-arc-performance,Requirements - AWS E9010-G,Typical Results(3) - As-Welded,"•-general-fabrication
welding-positions
all,-except-vertical-down",,,
551,,,69.5,,,,23.0,,,,,,,,,,,,,,,,,655.0,,567.5, E9010-G,,906,,Requirements - AWS E9010-G,Typical Results(3) - As-Welded,,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld180(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld180(LincolnElectric)
552,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,490.0,,415.0, E7010-P1,,908,,Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,,,,
553,,0.075,41.5,5.0,,,25.0,,0.75,,0.55,,,0.4,,0.025,,0.025,,,0.8,,,580.0,,480.0, E7010-P1,"typical-applications-------------
•-piping
•-steam-generating-power-plant
•-pressure-vessels
•-oil-refineries",909,"•-moisture-resistant-coating-provides-low-amounts-of-weld
metal-hydrogen-levels-for-a-superior-weld
•-designed-for-high-strength-and-improved-corrosion-resist
with-hot-hydrogen-gas,-super-heated-steam,-and-sulphur
crude-oils
welding-positions------------
all,-except-vertical-down",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,"conformances
d-aws-5.5-e8015-b6
bs-en-iso-3580-a-e-crmo5-b-3-2-h5
tance-
bs-en-iso-3580-b-e-6216-5cm
r",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld35(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld35(LincolnElectric)
554,,0.075,27.0,0.4,,,22.0,,0.75,,,,,1.05,,,,0.025,,,0.6000000000000001,,,490.0,,400.0, E7024-1,"typical-applications-------------
•-oil-refineries-•-pressure-vessels
•-power-plants-•-heat-exchangers
•-piping",911,"•-designed-for-corrosion-resistance-in-elevated-temperatur
to-600⁰c-(1112⁰f)-
•-moisture-resistant-coating-provides-low-amounts-of-weld
hydrogen-levels-for-a-superior-weld
•-smooth-arc-performance-in-all-positions
welding-positions------------
all,-except-vertical-down",Requirements - AWS E7024-1,Typical Results(3) - As-Welded,"conformances
res-up-aws-5.5-e8015-b8-h4
bs-en-iso-3580-a-e-crmo9-b-3-2-h5
d-metal-
bs-en-iso-3580-b-e-6216-9c1m",,,
555,,,43.5,,,,26.5,,,,,,,,,,,,,,,,,547.5,,472.5, E7024-1,,912,,Requirements - AWS E7024-1,Typical Results(3) - As-Welded,,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P(LincolnElectric)
556,,,27.0,,,,16.0,,,,,,,,,,,,,,,,,690.0,,600.0, E10018-D2 H4R,,9,,Requirements - AWS E10018-D2 H4R,"Typical Results(3) - Stress-Relieved
  1 hr @ 620°C (1150°F)",,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur7028(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur7028(LincolnElectric)
557,,0.15,69.5,0.30000000000000004,,,23.0,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,655.0,1.75,567.5, E9010-G,"typical-applications
•-root-pass-welding-of-up-to-x100-grade-pipe
welding-positions
all",91,"•-hot,-fill-and-cap-pass-welding-up-to-x60
•-low-hydrogen,-vertical-up-capability-on-x60-grade-pipe-
•-q2-lot®-certificates-showing-actual-deposit-chemistry-
and-mechanical-properties-available-online
•-dc-(dcen)-is-the-recommended-polarity-for-root-pass-
welding-on-pipe",Requirements - AWS E9010-G,Typical Results(3) - As-Welded,"conformances
aws-a5.1:-e7016-1-h4
asme-sfa-a5.1:-e7016-1-h4",hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric)
558,,0.046,47.0,9.0,0.25,,19.0,,0.85,,1.025,0.05,0.055,0.6000000000000001,1.5,0.01,,0.01,,0.008,0.30000000000000004,,,550.0,0.2,460.0, E8018-B2,"typical-applications-------------
•-power-generating-plants-•-oil-refineries
•-main-steam-piping-•-coal-liquefaction-and-
gasification-plants
•-turbine-casting",915,"•-developed-with-additional-amounts-of-niobium,-vanadium
nitrogen-to-improve-toughness-and-long-term-creep-resis
•-designed-to-provide-creep-resistance-in-high-integrity-stru
services-with-elevated-temperatures
welding-positions------------
all,-except-vertical-down",Requirements - AWS E8018-B2,"Typical Performance
As-Welded","conformances
m,-and-aws-5.5-e9015-b9-h4
stance
bs-en-iso-3580-a-e-crmo91-b-3-2-
uctural",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric)
559,,,,,,,,,,,,,,,,,,,,,,,,,,, E8018-B2,,916,,Requirements - AWS E8018-B2,"Typical Performance
As-Welded",,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric)
560,,,47.0,,,,17.0,,,,,,,,,,,,,,,,,630.0,,540.0, E9018-B3,,918,,Requirements - AWS E9018-B3,"Typical Performance
As-Welded",,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric)
561,,,,,,,,,,,,,,,,,,,,,,,,,,, E9018-B3,,919,,Requirements - AWS E9018-B3,"Typical Performance
As-Welded",,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric)
562,,0.15,34.0,0.2,,4.0,19.0,,1.6,,0.30000000000000004,,,0.30000000000000004,,,0.1925,,,,0.75,,,590.0,,60.0,"
 E8015-B8 H4 4",nan,923,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface","Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)","nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",,,
563,,0.07,90.0,0.03,,2.0,22.0,,0.97,,0.225,,,0.02,,,0.01,,,,0.27,,,710.0,,600.0,"
 E8015-B8 H4 4",nan,924,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface","Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)","nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric)
564,,0.15,,0.30000000000000004,,,17.0,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,620.0,1.75,530.0, E9015-B9,"diameters-/-packaging
buy-america",926,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",Requirements - AWS E9015-B9,"Typical Results(3)
PWHT 2 hr @ 760°C (1400°F)","•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,
565,,0.055,75.0,,,,22.5,,1.12,,,,,,,0.0125,,0.008,,,0.395,,,710.0,,590.0, E9015-B9,"diameters-/-packaging
buy-america",927,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",Requirements - AWS E9015-B9,"Typical Results(3)
PWHT 2 hr @ 760°C (1400°F)","•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric)
566,,0.15,,0.2,,8.0,17.0,47.0,1.6,1.75,0.30000000000000004,,,,,0.035,,,0.1675,,0.9,,,620.0,0.08,30.0,"
 E9015-B9 H4 5","key-features
-
high-deposition-rates
-
premium-arc-performance
-
high-travel-speed
-
h8-diffusible-hydrogen-levels
-
capable-of-producing-weld-deposits-with-
impact-toughness-exceeding-84-j-(60-ft•lbf)-
at-40°c-(-40°f)
y)
welding-positions
flat-&-horizontal",929,"typical-applications
-
structural-storage-tanks
-
heavy-fabrication-bridge-fabrication
-
shipbuilding","Requirements
AWS E9015-B9 H4 5","Typical Performance(3)
After 2 hours PWHT at 760°C (1400°F)","conformances
aws-a5.1/a5.1m:-2004-e7028-h8
asme-sfa-a5.1:-e7028-h8
abs:-e7028,-3y-h10-(fillet-only
lloyd’s-register:-3ym-h10
dnv-grade:-3-yh10
cwb/csa-w48-06:-e4928-h8
aws-e7028-h8-•-mild-steel,-low-hydrogen",,,
567,,0.045,,0.035,,4.5,22.0,1.0,1.34,1.435,0.02,,,,,0.0105,,,0.018000000000000002,,0.605,,,720.0,0.02,640.0,"
 E9015-B9 H4 5","key-features
-
high-deposition-rates
-
premium-arc-performance
-
high-travel-speed
-
h8-diffusible-hydrogen-levels
-
capable-of-producing-weld-deposits-with-
impact-toughness-exceeding-84-j-(60-ft•lbf)-
at-40°c-(-40°f)
y)
welding-positions
flat-&-horizontal",930,"typical-applications
-
structural-storage-tanks
-
heavy-fabrication-bridge-fabrication
-
shipbuilding","Requirements
AWS E9015-B9 H4 5","Typical Performance(3)
After 2 hours PWHT at 760°C (1400°F)","conformances
aws-a5.1/a5.1m:-2004-e7028-h8
asme-sfa-a5.1:-e7028-h8
abs:-e7028,-3y-h10-(fillet-only
lloyd’s-register:-3ym-h10
dnv-grade:-3-yh10
cwb/csa-w48-06:-e4928-h8
aws-e7028-h8-•-mild-steel,-low-hydrogen",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc85(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc85(LincolnElectric)
568,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,490.0,,415.0, E7010-P1,,93,,Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld37(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld37(LincolnElectric)
569,,0.06,27.0,,,,22.0,,1.06,,,,,,,0.015,,0.02,,,0.41500000000000004,,,490.0,,400.0, E7018 H4R,"aws-a5.1:-e7018-h4r
asme-sfa-a5.1:-e7018-h4r
abs:-e7018,-3y
lloyd’s-register:-3ym-h5
dnv-grade:-3-y40h5
gl:-3yh5
bv-grade:-3yhhh
cwb/csa-w48-06:-e4918-1
mil-e-22200/1:-mil-7018",933,•-smooth-arc-performance,Requirements - AWS E7018 H4R,"Typical Results(3) - As-Welded
DEPOSIT COMPOSITION","•-general-fabrication
welding-positions
all,-except-vertical-down",murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric)
570,,,226.5,,,,31.0,,,,,,,,,,,,,,,,,557.5,,470.0, E7018 H4R,,934,,Requirements - AWS E7018 H4R,"Typical Results(3) - As-Welded
DEPOSIT COMPOSITION",,murex,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric)
