,Item Brand,Item Name,Item Type,Special Category,"C(Min,Max)%",CVN Impact,CVN Temp C,"Cr(Min,Max)%",Elong %,Fillet Weld Test,Hydrogen Ml/100gm,"Mn(Min,Max)%",Mn+Cr+Ni+Mo+V,"Mo(Min,Max)%",Moisture,"Ni(Min,Max)%","P (Min,Max)%",Radiography,"S (Min,Max)%","Si (Min,Max)%",Test Condition1,Test Condition2 - EN,"UTS(Kg/mm2)(Min,Max%","V(Min ,Max%)",YS(Kgf/mm2),"Cb(Min,Max)%","Cu(Min, Max)",Test Cond as Per,CVN Impact - EN,CVN Temp C - EN,Special Prop.,"Fe(Min,Max)%","Nb(Min,Max)",Ti (Min Max%),UTS,CVN Avg.,"Al(Min, Max)%",PWHT,"Zr (Min, Max%)","N (Min,Max)%","Cb (Min,Max%)`",FG Batch,"Co(Min,Max)%","Nickel(Min,Max%)",Other Elements Total,"W(Min, Max) %",Physical Appearance,Elong % I,"Nb(Min,Max)%","PB(Min, Max)%",Hardness,Special Prop 1,Special Prop 2,Special Prop 3,W,Hardness ParmeterI,Special Prop 4,Special Prop 6,Special Prop 7,Special Prop 5,Special Prop 8,"Boron (Min,Max%)","NB+TA(Min,Max%)",Sn,Hardness Parmeter,BaCo3,"UTS(MPa)(Min,Max%)",YS MPa,Elong % - EN,PWHT - EN,"UTS(Kg/mm2)(Min,Max%-EN",YS(Kgf/mm2)-EN,"APP.DENSITY(MIN,MAX)",Cobalt,Flow Rate (Hall),Mesh Size(BS),As,Sb,Bend Test,"IR (Min,Max)%","Lead (Min,Max)",Ferrite (Fn),"TI(Min,Max%)"
1053,    SUPRATHERME(MOD),SUPRATHERME(MOD) 5.00 X 450(3.5KG),U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules    (Min),-30,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018,,,,,,,,,,,,,,,,,,,,,,,  240 max,, HIC & SSCC test conforms to, TM-02-84 & TM-01-77 specifications,,, respectively .,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,
1054,    SUPRATHERME(MOD),SUPRATHERME(MOD) 5.00 X 450(30),U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules    (Min),-30,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018,,,,,,,,,,,,,,,,,,,,,,,  240 max,, HIC & SSCC test conforms to, TM-02-84 & TM-01-77 specifications,,, respectively .,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,
1055,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 2.50 X 350(80,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 2.50X350(2KG,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 3.15 X 450(2K,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 3.15 X 450(45,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 3.20 X 450(2K,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 4.00 X 450(2K,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 4.00 X 450(30,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,    Supratherme(spl)H4-R,SUPRATHERME(SPL)-H4-R 5.00 X 450(2K,U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",               27 Joules    (Min),-45,"        0.000,        0.200","       22.000,        0.000", Satisfactory,4.0,"        0.00,        1.60",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA - 5.1 : E - 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD 2.50 X 350,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD 3.15 X 450,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD 4.00 X 450 (50,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD 4.00X450(3.5KG,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD 5.00 X 450(30),U3 - Electrodes - MS,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD2.50 X 350(2.5K,U3 - Electrodes - MS,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD2.50 X 350(2KG),U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD3.15 X 450(2KG),U3 - Electrodes - MS,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD3.15X450(3.5KG),U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD4.00 X 450(2KG),U3 - Electrodes - MS,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,    Supratherme(spl)MOD,SUPRATHERME(SPL)-MOD5.00 X 450(3.5K,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.600","        0.000,        0.300","        0.000,        0.035",Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,NACE TM-02-84 & NACE TM-01-77,Specification respectively.,,,& NACE-MR0103/MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,    SUPRATHERME(SPL)-MOD-H4R,SUPRATHERME(SPL)-MOD-H4R 3.15 X 450,U3 - Electrodes - MS,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.012",Satisfactory,"        0.000,        0.010","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,TM-02-84 & TM-01-77,Specification respectively.,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,    SUPRATHERME(SPL)-MOD-H4R,SUPRATHERME(SPL)-MOD-H4R 3.15x450(4,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.012",Satisfactory,"        0.000,        0.010","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,TM-02-84 & TM-01-77,Specification respectively.,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,    SUPRATHERME(SPL)-MOD-H4R,SUPRATHERME(SPL)-MOD-H4R 4.00 X 450,U3 - Electrodes - MS,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.012",Satisfactory,"        0.000,        0.010","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,TM-02-84 & TM-01-77,Specification respectively.,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,    SUPRATHERME(SPL)-MOD-H4R,SUPRATHERME(SPL)-MOD-H4R 4.00x450(3,U1 and U3 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.012",Satisfactory,"        0.000,        0.010","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,TM-02-84 & TM-01-77,Specification respectively.,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,    SUPRATHERME(SPL)-MOD-H4R,SUPRATHERME(SPL)-MOD-H4R 5.00 X 450,Non Moving Finished Goods,  SPECIAL OTHERS,"        0.000,        0.150",27 Joules   (Min),-45,"        0.000,        0.200","       22.000,        0.000",   Satisfactory,5.0,"        0.00,        1.60", Mn+Cr+Ni+Mo+V :  Mn+Cr+Ni+Mo+V : < 1.75%,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.012",Satisfactory,"        0.000,        0.010","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,,AWS/SFA-5.1 : E 7018-1 H4R,,,,,,,,,,,,,,,,,,,,,,,           160-200,HIC & SSCC Test conforms to,TM-02-84 & TM-01-77,Specification respectively.,,,& NACE - MR0175/ISO 15156,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,    Supratherme-H4-R,SUPRATHERME-H4-R 2.50 X 350(2KG),U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",   27 Joules (min),-30,"        0.000,        0.200","       22.000,        0.000",  Satisfactory,4.0,"        0.000,        1.600",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,, AWS/SFA - 5.1 : E - 7018 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,    Supratherme-H4-R,SUPRATHERME-H4-R 2.50 X 350(80Pcs),U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",   27 Joules (min),-30,"        0.000,        0.200","       22.000,        0.000",  Satisfactory,4.0,"        0.000,        1.600",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,, AWS/SFA - 5.1 : E - 7018 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,    Supratherme-H4-R,SUPRATHERME-H4-R 3.15 X 450 (45),U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",   27 Joules (min),-30,"        0.000,        0.200","       22.000,        0.000",  Satisfactory,4.0,"        0.000,        1.600",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,, AWS/SFA - 5.1 : E - 7018 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,    Supratherme-H4-R,SUPRATHERME-H4-R 3.15 X 450(2KG),U1 and U2 - Electrodes - MS Common,  SPECIAL OTHERS,"        0.000,        0.150",   27 Joules (min),-30,"        0.000,        0.200","       22.000,        0.000",  Satisfactory,4.0,"        0.000,        1.600",,"        0.000,        0.300","        0.000,        0.300","        0.000,        0.300","        0.000,        0.035", Satisfactory,"        0.000,        0.035","        0.000,        0.750",,,"      490.000,        0.000","        0.000,        0.080","      400.000,        0.000",,, AWS/SFA - 5.1 : E - 7018 H4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
