,A5,AWS,Applications,Category,DIN,DIN_W,Hardness,Heat_Treated,IE-20,IE-40,IE-60,ISO,Name,Others,Properties,Redrying_Temp,Rm,Rp0,Suitable_For,Cu,Mn,Other,Si,C,Cr,Mo,Ni,P,S,V,N,Fe,Nb,Ti,W,Nb+Ta,B,Al,Co,Zn,Zr,Mg,Be,Ag,Sn,Ni+Co
309,,5.21: no class,Dur R (Ni) offers the highest available wear resistance of all hardfacing alloys in most applications.  The deposit offers excellent corrosion resistance combined with tungsten carbides for long life span in extreme applications.,5.0,8555: G-21-UM-50 CG,,2600,,,,43.5,14700: T Ni20,Dur R (Ni),,"Dur R (Ni) is an extruded oxy-acetylene rod, a newly designed hard-surfacing product consisting of spherical cast tungsten carbide and a Ni-based alloy. Crushed cast carbide will guaranty a long life. Furthermore the Ni-based alloy provides an excellent corrosion resistance Dur R (Ni) has excellent flow and wetting characteristics at low working temperature of around 1050 °C and the deposition rate is 20-30% higher than with comparable tube metal. It is easy to use and inexperienced welders will have no difficulties to produce smooth deposits without cracks. Multi-layer deposits are possible and worn parts can be rebuild without removing the old material. The surface should be free from fats, oil, rust and other foreign matters. Use a larger tip than is generally recommended for same diameter mild steel. Use slight excess acetylene feather. The deposit is not mashinable or forgeable. Only grinding with diamond tools is possible.Dur R (Ni) is available as a 500 mm flexible rod or endless on coils.",,,,"Dur R (Ni) can be applied on all sorts of steels except on cast iron or Mn-steel. The main applications are hardfacing and rebuilding of stabilisers and other oilfield tools where maximum protection is required. Also for augers, impellers, mixer plates in the brick and clay industry and on decanter screws in the food and chemical industry where corrosion resistance is needed.",,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,A 5.13: no class,"To be aplied on-armour-platings of tools and machine parts in the mining, road construction, well digging, special civil engineering, depression drilling technology, where strongest abrasion by minerals may occur.",3.0,8555: E21-GF-UM-60-GP,,2300 HV ,,,,60.0,14700: E Fe20,Dur RU,,"Dur RU is a steel tube filled with fused tungsten carbides. The weld deposit contains a high amount of tungsten carbides embedded in a steel matrix. The extraordinary hardness of the fused tungsten carbides (WSC) of approx. 2300 HV imply the high build-up wear resistance. It is a dip-coated electrode suitable for electrical welding on AC as well as on DC. The carbon content of the base metal should not exceed 0,45 % in order to avoid lack of fusion.
 ",,,,"Scratchers, mixers, deep drilling, mining, bentonit mixers, cement mixers, stabilisers, impellers, augers etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,A 5.13: no class,"The main applications are hardfacing and rebuilding of stabilisers and other oilfield tools where maximum protection is required. Also for augers, impellers, mixer plates in the brick and clay industry and on decanter screws in the food and chemical industry where corrosion resistance is needed. DUR RU (Ni) can be applied on all sorts of steels except on cast iron or Mn-steel. This alloy is the most wear resistant type in most hardfacing applications. In case of very fine dust abrasion It might happen that the matrix will be washed out and looses the imbedded Tungsten carbides, in this case another hardfacing product should be considdered..",3.0,8555: E21-GF-UM-60-CGZ,,2360 HV ,,,,500.0,14700: E Ni20,Dur RU (Ni),,"Dur RU(Ni) is a coated flux-cored tube for electric welding, a newly designed hard-surfacing product consisting of crushed tungsten carbide and a Ni-based alloy. Crushed cast carbide will guaranty a long life. Furthermore the Ni-based alloy provides an excellent corrosion resistance. 
Dur RU (Ni) has excellent welding and wetting characteristics at very low currents. It is easy to use and inexperienced welders will have no difficulties to produce smooth deposits mainly without cracks. Multi-layer deposits are possible and worn parts can be rebuild without removing the old material. Dur RU (Ni) can be applied on all sorts of steels except on cast iron or Mn-steel. ",,,,"Scratchers, mixers, deep drilling, bentonit mixers, cement mixers, stabilisers, impellers, augers etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,A 5.13: E Fe5-R,"Developed for wear resistant overlays that faces high working temperatures and excellent for rebuilding cutting edges of knives and other cutting equipment.
",3.0,8555: E 4–UM–60(65W)-ST,1.3348,,AW,60.0,,,14700: E Fe4,DUR SS 60 Ti,,"Outstanding alloy against abrasion, impact and high temperatures up-to 550°C. The weld deposit of Ceweld Dur SS 60Ti is more or less comparable with HSS (High Speed Steel) and will offer outstanding welding properties on both AC and DC+ Recommended for manufacturing and reconditioning cutting tools.",,,,"Cutting tools, Shear blades, Milling cutters, Drills, Hot work tools, wood knives etc. High speed Tool steel deposit.",,1.5,,,0.9,4.5,8.0,,,,1.5,,81.6,,,2.0,,,,,,,,,,,
313,,no standard,"Dur WC 3000 is used in combination with the MAG proces to develope a sharp and rough surface on cutting tools for steel and or concrete sawing and or crushing applications. These particles can be used in combination with medium hard, extra hard and corrosion resistant filler metals that fits the application. 
",8.0,,,2800-3200,as sintered,,,14.5,no standard,Dur WC 3000,,"The particles should fall before the solidification in the molten weldpool and become part of the weld deposit, Metal core fluxcored wires are recommended in spray arc to obtain the best results. The torch angle should be in trailing position at about 80 degrees towards the work piece.
",,,,"concrete drilling, earth moving tools, recycling bars and hammers, cutting applications, sawing steel and concrete, deepsea wrack sawing, mixing paddles, scraper blades, mining etc....",,,,,5.5,,,,,,,,0.5,,0.5,85.5,,,,8.0,,,,,,,
314,25.0,A 5.4: E 410 NiMo-25,Welding and overlay cladding from 13%Cr and 13%Cr(Ni) steels,3.0,8556: E 13 4 B25,1.4351,38 HRc,AW,,,,3581: E 13 4 B 130 36 X,E 410 NiMo,,,320?2hr,800.0,600.0,"1.4313, 1.4000, 1.4001, 1.40021.4351, 1.4414, G-X5CrNi 13 4, X3CrNiMo 13 4 , X3CrNiMo 13 4, grade CA 6 NM, X4CrNiMo 13 4, water turbines, valves, steam resistant..",,0.7,,,0.1,13.0,0.75,4.0,,,,,81.45,,,,,,,,,,,,,,
315,25.0,5.3: E 1100,"Joining pure aluminum and alloys with maximum 0,5 % alloying elements in construction and or in maintenance, also ideal for cladding or rebuilding parts. 
Can be used for flame welding as well.  
",3.0,"1732: EL-AL 99,8",3.0259,,AW,652.5,,,no standard,"E Al 99,8",,"Very good weldability with good penetration and porosity free deposit, Unique self lifting slag and improved coating against moisture pick up..Welding instructions: Start the electrode with about 130% hot start and hold the electrode straight while moving quickly forward and keep a very short arc. 
 
 ",,70.0,40.0,"aluminium, pure",,,,,,,,,,,,,,,,,,,99.5,,,,,,,,
316,49.0,A 5.11: E NiMo-10,,3.0,1736:,2.46,,,118.0,,,14172:,E Alloy B3,<0.5,"E Alloy B3 is a nickel-base alloy with excellent resistance tot hydrochlorid acid at all concentrations and tempertures. It also withstands hydrogen chloride, sulfuric, acetic, hydrofluoric nd phosphoric acids. The alloy has improved thermal stability, fabricability and stress corrosion cracking resistance.",,772.0,475.0,"Hastelloy B2, Hastelloy B3, dissimilar welding Hasteloy to nickel- of iron-based corrosion alloys, for weld overlay cladding",0.5,2.0,,0.2,0.02,2.15,29.5,57.56,0.04,0.03,,,2.0,,,3.0,,,,3.0,,,,,,,
317,78.5,A 5.11: E NiCrMo-4,"Ceweld E alloy C276 is used for welding materials of similar composition. This low carbon nickel-chromium-molybdenum filler metal can also be used for  
dissimilar welding between nickel base alloys and stainless steels, as well as for surfacing and cladding on low alloyed steels.   ",3.0,,2.4887,,AW,540.0,39.0,,14172: E Ni 6276,E Alloy C-276,,"Due to high molybdenum content this alloy offers excellent resistance too stress & corrosion cracking, pitting and crevice corrosion. High mechanical properties with excellent weldability on DC+.",,730.0,106000.0,"Hasteloy C-276, NiCrMo alloys, aggresive media, against pitting and crevice corrosion, dissimilar joint of nickel alloys and stainless steels,",,0.4,,0.14,0.012,15.5,16.1,59.1,0.012,0.004,,,5.5,,,3.25,,,,,,,,,,,
318,,A 5.11: E NiCrMo-2,,3.0,1736:,2.4665,,,,,,14172:,E Alloy HX,,,,,,"Hasteloy X, and simmilar NiCrMo alloys, dissimilar welding of Nickel alloys, stainless steel, carbon steel and low alloyed steels.
Excelent oxidation resistance at high temperatures upto 1200 degrees Celsius.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
319,8.0,5.3: E 3003,"Joining aluminum alloys such as broken parts and or other casting parts, also ideal for cladding or rebuilding parts. 
• Aluminum alloyed with Manganese, copper, silicon, and magnesium. 
• Also excellent for welding dissimilar grades of Aluminum. 
• Storage tanks, truck and trailer parts, chemical tanks, food equipment. 

",3.0,1732: EL-AlMn1,3.0515,40,AW,,,,no standard,E AlMn1,,"Very good weldabillity with good penetration and porosity free deposit, Unique self lifting slag and improved coating against moisture pick up. Increased strength and excellent ductility due to Mn content Excellent corrosion resistance..Welding instructions: Start the electrode with about 130% hot start and hold the electrode straight while moving quickly forward and keep a very short arc. 
 
 ",,152.0,145.0,"Seawater resistant aluminium, AlMn, AlMg alloys with max. 3% magnesium, • AlMn0,6, AlMn1, AlMg1Mg0,5, AlMn1Mg1, AlMg3 ",0.1,1.2,,0.3,,,,,,,,,0.35,,,,,,97.8,,0.05,,0.2,,,,
320,14.0,5.3: E 4047,"Joining aluminum alloys such as broken gear parts and or other casting parts, also ideal for cladding or rebuilding wornout parts.",3.0,1732: EL-AlSi12,3.2585,,AW,,,,EN 573-3: E AlSi12,E AlSi 12,,"Very good weldability with good penetration and porosity free deposit, Unique self lifting slag and improved coating against moisture pick up. ",,250.0,150.0,"cast aluminium with more than 7% silicium, 3.2581, 3.2583, 3.2381, 3.2383, 3.2373, G-AlSi 12, G-AlSi 12 (Cu), G-AlSi 10 Mg, G-AlSi 10 Mg (Cu), G-AlSi 9 Mg,",0.23,0.04,,11.8,,,,,,,,,0.8,,,,,,87.01,,0.08,,0.04,,,,
321,18.0,5.3: E 4043,Stick electrode for welding Aluminium alloys with maximum 2% alloying elements and for aluminium alloys containing up to 7% Si.,3.0,1732: EL-AlSi5,3.2245,,AW,,,,EN 573-3: E AlSi5,E AlSi 5,,"Very good weldability with good penetration and porosity free deposit, Unique self lifting slag and improved coating against moisture pick up. (after anodizing the welding will appear as a dark grey color)",,230.0,150.0,"AlSi alloys with max. 7% Silicium, AlMg alloys with max. 3% Magnesium, 3.3206, 3.3210, 3.2315, 3.3211, 3.2371, 3.2341, 3.2151, AlMgSi 0.5, AlMgSi 0.7, AlMgSi 1, AlMg 1SiCu, G.AlSI 7 Mg, G.AlSI 5 Mg, G.AlSI 6 CU 4,",0.23,0.04,,5.25,,,,,,,,,0.8,,0.2,,,,93.3592,,0.08,,0.04,0.0008,,,
322,20.0,A 5.5: E 7018-G,,3.0,8529: EY 50 75 CuNiB,1.8962,,AW,47.0,47.0,,2560-A: E 46 4 ZB 42 H5,E Corten,,"Basic electrode for weather resistant steel such as, Patinax, Corten, Acor 50, HSB 51, etc. Excellent mechanical properties and well suited for use at sub zero temperatures.",400?1hr,580.0,460.0,"Weather resistant steels, WTSt 37, WTSt 52, Corten A, B, C, Patinax 37, RBH 35, Acor 37, Acor 50, HSB 51, HSB 55 C, 1.8962, 1.8963, 1.8965, 1.8960",0.4,1.0,,0.5,0.06,,,0.7,,,,,,,,,,,,,,,,,,,
323,18.0,A 5.5: E 8016-B6,"Construction and maintenance of power stations, oil (crack plant) and chemical plants",3.0,8575: E CrMo5 B 20+,1.7373,,730°C / 2 hours,70.0,,,3580-A: E CrMo5 B 42 H5,E CrMo5,,Cr and Mo-alloyed basic elektrode for welding creep resistant steels and steel casting for working temperatures up to 600°C. The weld metal is resistant to high hydrogen pressure.,400C°/1h,660.0,4.0,"12crmo19.5, GS-12crmo19.5, 1.7362, 1.7363
 ",,0.9,,0.6,0.06,5.2,0.5,,,,,,,,,,,,,,,,,,,,
324,20.0,A 5.6: E Cu Al-A1,"Ceweld CuAl-8 is designed for joining steel with copper or its alloys and cladding steel or aluminium bronze. 
",3.0,1736: E 31-UM-150,,180,AW,,,,1071: E CuAl 2 B2,E CuAl8,,The weld deposit offers good wear and corrosion resistance even in seawater. Welding instructions: - Preheating for sections >6 mm from 150 till 300ºC is recommended. - Use the normal standard welding techniques.,150C/2hr,420.0,180.0,"Aluminium bronze, cladding steel, shafts, gliding surfaces, joining steel to,aluminium bronze or copper, etc.",89.0,1.0,,,,,,,,,,,0.7,,,,,,8.0,,,,,,,,
325,35.0,A 5.6: ~E Cu,"E CuMn is suitable for welding and overlaying copper and copper alloys, Cast Iron and steel. 
",3.0,1733: EL-CuMn2,2.1363,100,AW,,,,no standard,E CuMn,,Ductile welding deposit with high conductivity and corrosion resistance. The weld deposit is free from porosity and offers similar strength as most commercial copper grades. Thicker sections than 5 mm should be preheated upto approximately 500°C.,150?2hr,205.0,,"Cladding steel, grey cast iron, copper, copper alloys and dissimilar welding. W.Nr: 2.0040, 2.0070, 2.0076, 2.0090. UNS: C10100, C11000, C10300, C11020, C12200",1.0,2.7,,0.25,,,,,,,,,0.1,,,,,,,,,,,,,0.7,
326,20.0,A 5.6: E CuMnNiAl,"CuMnAlNi is designed for welding and overlaying of almost all bronzes but can also be used on cast iron and most kind of steels. Due to the high tensile 
strength and the very good sliding properties it is often used for surfacing of shafts, ship propellers, bearings, dies etc… 
",3.0,1736: E 31-UM-200-CN,2.1368,220,AW,,,,1071: CuAlMn 2 B2,E CuMnAlNi,,This alloy has exceptional corrosion resistance against several items such as seawater or other chemical attack when accompanied by erosion. - Welding instructions: CuMnAlNi is only Weldable on DC + and has an easy removable slag. Use the normal standard welding techniques.,300C/2hr,687.5,,"joining brass, bronze, and steel, ship propellors, dies, shafts, pump parts, valves, UNS : C62300 - C63000, DIN : CuAl10Fe3Mn2 - CuAl10Ni5Fe4 - G-CuAl10Fe, Mat n° : 2.0936 - 2.0966 - 2.0940! Cunial.",1.0,12.5,,0.4,,,,2.5,,,,,,,,,,,8.0,,,,,,,,
327,30.0,A 5.6: E CuNi,"Wrought or cast copper nickel alloys, marine applications, disalination exuipment.",3.0,1733: S CuNi30Mn,2.0838,,AW,,,,E Cu 7158,E CuNi30Mn,,Excellent corosion resistance in seawater and against fouling. Suitable for dissimalar welding of Monel alloy 450 to Nickel 200 and or other Copper -Nickel alloys. Small diameters can be used in all positions.,,345.0,50000.0,"(Monel 67): Wrougt and cast alloys of 70-30, 80-20 and 90-10 copper nickel alloys, Monel alloy 450, Nickel 200, CuNi10Fe, CuNi20Fe (2.0878), CuNi30Fe (2.0882).",1.0,1.75,,0.5,0.05,,,,0.02,0.015,,,0.575,,0.5,,,,,,,,,,,,29.0
