,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,Ni,P,P S,S,S Ni,Si,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,Elongation_Temperature,Reduction of area,Reduction of area_Temperature,Ultimate tensile strength,Ultimate tensile strength_Temperature,Yield strength,Yield strength_Temperature,Acicular ferrite,Acicular ferrite_Temperature,Ferrite with carbide aggregate,Ferrite with carbide aggregate_Temperature,Ferrite with second phase,Ferrite with second phase_Temperature,Primary ferrite in microstructure,Primary ferrite in microstructure_Temperature,50% FATT,50% FATT_Temperature,Hardness,Hardness_Temperature,Manual metal arc_Current,Manual metal arc_Electrode,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Manual metal arc_Source,Manual metal arc_Voltage,Post weld heat treatment_Post weld heat treatment temperature,Post weld heat treatment_Post weld heat treatment time,Flux cored arc_Current,Flux cored arc_Electrode,Flux cored arc_Heat input,Flux cored arc_Interpass temperature,Flux cored arc_Source,Flux cored arc_Voltage,Submerged arc_Current,Submerged arc_Electrode,Submerged arc_Heat input,Submerged arc_Interpass temperature,Submerged arc_Source,Submerged arc_Voltage,extr,Fe,W,Co,A5,AWS,Ag,Al,Applications,B,Be,Category,DIN,DIN_W,HT_Temp,HT_Time,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,N,Name,Nb,Nb+Ta,Ni+Co,Other,Others,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,Sn,Suitable_For,Ti,Zn,Zr,url
1208,0.046,,2.38,,,19.8,,0.93,,,,0.012,,0.008,,0.3,,,,,,,,,,,Room temperature,71.9,Room temperature,683.0,Room temperature,605.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,96.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,0.046,,2.38,,,,,0.93,,,,0.012,,0.008,,0.3,,,,,,,,,,,,,,,,,,10.0,Room temperature,0.0,Room temperature,88.0,Room temperature,2.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,96.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,0.05,,2.32,,,20.0,,1.29,,,,0.011,,0.008,,0.31,,,,,,,,,,,Room temperature,67.0,Room temperature,789.0,Room temperature,738.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,96.01100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,0.05,,2.32,,,18.6,,1.29,,,,0.011,,0.008,,0.31,,,,,,,,,,,Room temperature,68.7,Room temperature,731.0,Room temperature,662.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,96.01100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,0.05,,2.32,,,,,1.29,,,,0.011,,0.008,,0.31,,,,,,,,,,,,,,,,,,,,,,100.0,Room temperature,,,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,96.01100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,0.054000000000000006,,2.36,,,18.2,,1.72,,,,0.014,,0.006999999999999999,,0.33,,,,,,,,,,,Room temperature,65.2,Room temperature,865.0,Room temperature,808.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,95.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,0.054000000000000006,,2.36,,,19.6,,1.72,,,,0.014,,0.006999999999999999,,0.33,,,,,,,,,,,Room temperature,69.7,Room temperature,757.0,Room temperature,697.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,95.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,0.054000000000000006,,2.36,,,,,1.72,,,,0.014,,0.006999999999999999,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,95.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,0.069,,,,,32.6,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,Room temperature,80.7,Room temperature,529.0,Room temperature,468.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,0.069,,,,,,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,0.069,,,,,,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,0.069,,,,,,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,,,,,,,,72.0,Room temperature,0.0,Room temperature,5.0,Room temperature,23.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,0.069,,,,,31.8,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,Room temperature,77.0,Room temperature,500.0,Room temperature,393.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,0.069,,,,,,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,0.069,,,,,,,1.36,,,,0.009000000000000001,,0.006999999999999999,,0.3,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,0.073,,,,,33.4,,1.39,,,,0.008,,0.006999999999999999,,0.33,,0.0005,,,,,,,,,Room temperature,80.7,Room temperature,536.0,Room temperature,475.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,0.073,,,,,,,1.39,,,,0.008,,0.006999999999999999,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,0.073,,,,,,,1.39,,,,0.008,,0.006999999999999999,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,0.073,,,,,32.5,,1.39,,,,0.008,,0.006999999999999999,,0.33,,0.0005,,,,,,,,,Room temperature,80.7,Room temperature,493.0,Room temperature,387.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0.073,,,,,,,1.39,,,,0.008,,0.006999999999999999,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,0.078,,,,,30.4,,1.39,,,,0.009000000000000001,,0.006999999999999999,,0.32,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,541.0,Room temperature,478.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,0.078,,,,,,,1.39,,,,0.009000000000000001,,0.006999999999999999,,0.32,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,0.078,,,,,,,1.39,,,,0.009000000000000001,,0.006999999999999999,,0.32,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,0.078,,,,,32.8,,1.39,,,,0.009000000000000001,,0.006999999999999999,,0.32,,0.0005,,,,,,,,,Room temperature,80.7,Room temperature,499.0,Room temperature,398.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,0.078,,,,,,,1.39,,,,0.009000000000000001,,0.006999999999999999,,0.32,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,0.078,,,,,,,1.39,,,,0.009000000000000001,,0.006999999999999999,,0.32,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,0.08,,,,,31.2,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,Room temperature,80.7,Room temperature,540.0,Room temperature,478.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,0.08,,,,,,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,0.08,,,,,,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,0.08,,,,,,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,,,,,,,,67.0,Room temperature,0.0,Room temperature,9.0,Room temperature,24.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,0.08,,,,,31.8,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,504.0,Room temperature,391.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,0.08,,,,,,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,0.08,,,,,,,1.41,,,,0.009000000000000001,,0.006,,0.33,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,0.08,,,,,29.0,,1.42,,,,0.009000000000000001,,0.006,,0.37,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,543.0,Room temperature,480.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,0.08,,,,,,,1.42,,,,0.009000000000000001,,0.006,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,0.08,,,,,,,1.42,,,,0.009000000000000001,,0.006,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,0.08,,,,,31.0,,1.42,,,,0.009000000000000001,,0.006,,0.37,,0.0005,,,,,,,,,Room temperature,79.8,Room temperature,518.0,Room temperature,397.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,0.08,,,,,,,1.42,,,,0.009000000000000001,,0.006,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,0.08,,,,,,,1.42,,,,0.009000000000000001,,0.006,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,0.076,,,,,31.4,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,Room temperature,79.8,Room temperature,549.0,Room temperature,485.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,0.076,,,,,,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,0.076,,,,,,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,0.076,,,,,,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,,,,,,,,77.0,Room temperature,0.0,Room temperature,3.0,Room temperature,20.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,0.076,,,,,29.1,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,519.0,Room temperature,403.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,0.076,,,,,,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,0.076,,,,,,,1.36,,,,0.009000000000000001,,0.005,,0.37,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,0.078,,,,,28.2,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,564.0,Room temperature,491.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,0.078,,,,,,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,0.078,,,,,,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,0.078,,,,,,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,,,,,,,,72.0,Room temperature,0.0,Room temperature,7.0,Room temperature,21.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,0.078,,,,,31.0,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,528.0,Room temperature,409.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,0.078,,,,,,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,0.078,,,,,,,1.31,,,,0.008,,0.005,,0.44,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,0.076,,,,,25.2,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,560.0,Room temperature,485.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,0.076,,,,,,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,0.076,,,,,,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,0.076,,,,,,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,,,,,,,,62.0,Room temperature,0.0,Room temperature,17.0,Room temperature,21.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,0.076,,,,,29.0,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,Room temperature,78.9,Room temperature,528.0,Room temperature,417.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,0.076,,,,,,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,0.076,,,,,,,1.3,,,,0.008,,0.005,,0.51,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,0.079,,,,,29.2,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,Room temperature,77.0,Room temperature,570.0,Room temperature,491.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,0.079,,,,,,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,0.079,,,,,,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,0.079,,,,,,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,,,,,,,,55.0,Room temperature,0.0,Room temperature,26.0,Room temperature,19.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,0.079,,,,,29.4,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,Room temperature,76.0,Room temperature,550.0,Room temperature,443.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,0.079,,,,,,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,0.079,,,,,,,1.32,,,,0.008,,0.004,,0.57,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,0.073,,,,,33.3,,0.64,,,,0.004,,0.005,,0.35,,0.0003,,,,,,,,,Room temperature,77.5,Room temperature,494.0,Room temperature,402.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,0.073,,,,,,,0.64,,,,0.004,,0.005,,0.35,,0.0003,,,,,,,,,,,,,,,,26.0,Room temperature,0.0,Room temperature,26.0,Room temperature,48.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,0.073,,,,,36.4,,0.64,,,,0.004,,0.005,,0.35,,0.0003,,,,,,,,,Room temperature,80.5,Room temperature,447.0,Room temperature,329.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,0.071,,,,,29.2,,0.63,,,,0.006,,0.006999999999999999,,0.36,,0.021,,,,,,,,,Room temperature,77.0,Room temperature,513.0,Room temperature,436.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,0.071,,,,,,,0.63,,,,0.006,,0.006999999999999999,,0.36,,0.021,,,,,,,,,,,,,,,,41.0,Room temperature,,,14.0,Room temperature,45.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,0.071,,,,,30.8,,0.63,,,,0.006,,0.006999999999999999,,0.36,,0.021,,,,,,,,,Room temperature,76.0,Room temperature,481.0,Room temperature,398.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,0.071,,,,,28.2,,0.64,,,,0.006,,0.008,,0.4,,0.0435,,,,,,,,,Room temperature,78.0,Room temperature,546.0,Room temperature,478.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,0.071,,,,,,,0.64,,,,0.006,,0.008,,0.4,,0.0435,,,,,,,,,,,,,,,,52.0,Room temperature,0.0,Room temperature,7.0,Room temperature,41.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,0.071,,,,,,,0.64,,,,0.006,,0.008,,0.4,,0.0435,,,,,,,,,,76.0,Room temperature,526.0,Room temperature,446.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,0.07400000000000001,,,,,25.6,,0.63,,,,0.005,,0.008,,0.36,,0.06,,,,,,,,,Room temperature,77.5,Room temperature,548.0,Room temperature,488.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,0.07400000000000001,,,,,,,0.63,,,,0.005,,0.008,,0.36,,0.06,,,,,,,,,,,,,,,,59.0,Room temperature,0.0,Room temperature,6.0,Room temperature,35.0,Room temperature,,,,,170,+,1.0,200.0,DC,21,N,0,,,,,,,,,,,,,1.0,98.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,0.07400000000000001,,,,,25.6,,0.63,,,,0.005,,0.008,,0.36,,0.06,,,,,,,,,Room temperature,76.0,Room temperature,547.0,Room temperature,458.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,580,2,,,,,,,,,,,,,1.0,98.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,0.07200000000000001,,,,,25.2,,0.64,,,,0.006,,0.008,,0.36,,0.0815,,,,,,,,,Room temperature,77.0,Room temperature,563.0,Room temperature,490.0,Room temperature,,,,,,,,,,,,,170,+,1.0,200.0,DC,21,250,14,,,,,,,,,,,,,1.0,98.8325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
