,A5,AWS,Ag,Al,Applications,As,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Diffusible Hydrogen,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Ni+Mn,Other,Others,P,P S,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,S Ni,SN,Si,Si P,Sn,Suitable_For,Ti,V,W,Zn,Zr,conformances,ind,url
527,25.0,A 5.9: ER 2209,0.0,0.0,"Boilers, tanks, vessels and simmilar objects that needs high strength and improved resistance against intergranular corrosion, pitting and stress corrosion.",,0.0,0.0,0.03,9.0,0.0,22.5,0.0,,1.4462000000000002,,0.0,0.0,,,0.0,AW,80.0,,40.0,14343-A: S 22 9 3 N L,0.0,2.0,,3.0,0.14,SA 2209,0.0,0.0,8.5,0.0,,,0.0,0.0,,SA 2209 has high general corrosion resistance in media containing chloride and hydrogen sulfide. Combined with our fused flux FL 880 excellent results are obtained for both joining and cladding applications with self lifting slag and it leaves a fine rippled surface free from slag residues or pin holes.,0.0,,750.0,550.0,0.0,,,0.9,,0.0,"1.4462, 1.4463, 1.4460, 1.4583, P235GH, P265GH, S255N, P295GH, S355N, 16Mo3.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-2209
528,25.0,A 5.9: ER 25 9 4,0.0,0.0,"Welding austenitic-ferritic, stainless alloys of the 25% Cr, 7% Ni, 4% Mo, low C types. Welding wrought, forged or cast super duplex stainless steels for service in the as-welded Condition. Heterogeneous welding between super duplex stainless steels and dissimilar welds between other stainless and mild or low alloyed steels. The alloy is widely used in applications in which corrosion resistance is of the utmost importance. The pulp & paper industry, offshore and gas industry are areas of interest.
",,0.0,0.0,0.025,9.0,0.0,25.0,0.0,8556: UP X2CrNiMo 25 9 4,1.441,,0.0,0.0,,,0.0,AW,65.0,55.0,,14343-A: S 25 9 4 N L,0.0,1.2,,3.7,0.2,SA 2594,0.0,0.0,9.0,0.0,,,0.0,0.0,,"SA 2594 has high intergranulacorrosion, pitting and strescorrosion resistance with exceptinal mechanical strenght properties when welded with our high basic agglomarated flux FL 838.",0.0,,870.0,680.0,0.0,,,0.6000000000000001,,0.0,"UNS S32550 :UR 52 N, Ferralium 255, UNS S32520 :UR 52 N+, UNS S32750 :SAF 2507, UR 47 N+, UNS S32760 :ZERON 100, UNS 32760, UR 76 N, SM22Cr, SAF 2507, ASTM S32760 (ZERON 100), S32550 and S31260.,It can also be used for welding duplex type 2205, 1.4460, 1.4462,1.4463,1.4515, 1.4517, 1.4507 URANUS 52N, SAF 25.07, GX 3 CrNiMoCuN 26-6-3, (1.4515), GX 3 CrNiMoCuN 26-6-3-3, (1.4517), 25% Cr Super Duplex steels SAF 25/07, S32750 1.4410 - 25Cr-7Ni-4Mo-0.28N SAF2507, NAS74N, S32760 1.4501 - 25Cr-7Ni-3.8Mo-0.7Cu-0.7W-0.25N, S32506 - SUS329J4L 25Cr-7Ni-3Mo-0.15N-0.2W NAS64 1.4507, S31803, S32205,",0.0,0.0,0.4,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-2594
529,,A 5.9: ER 307,0.0,0.0,,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,1.437,,0.0,0.0,,,0.0,,,,,14343-A: S 18 8 6,0.0,0.0,,0.0,0.0,SA 307,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,"Buffer  layers  before  hardfacing,  armor  plate,  (type  409,  304),  high Manganese  austenitic  steel,  heterogeneous  welding,  difficult  to  weld  steels  such  as:
42CrMo4, C45, 42MnV7, tool steels etc.
",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-307
53,,A 5.1: E 430-15,0.0,0.0,Joining and cladding 17% Chromium alloys and cladding components where heat and corrosion resistance is required. The weld deposit can sustain working temperatures up to 450° C. and will offer scale resistance up to 950° C. Preheating is recommended at 250° C and stress relieving at 800° C in case it is allowed for the base metal,,0.0,0.0,0.1,3.0,0.0,17.0,0.0,E 4015 HL-Kb,1.4015,,0.0,800.0,1.0,240.0,1.0,AW/SR,,,,3581-A: E 17 R 52,0.0,0.7000000000000001,,1.0,0.0,4015 HL-Kb,0.0,0.0,0.5,0.0,,,0.0,0.0,,High deposition rate and excellent weldability on DC+. ,2.0,300.0,,,0.0,,,0.0,,0.0,"1.4057, 1.4740, 1.4742, 1.4059, 1.4741, Steam valves, pumps etc",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/4015-hl-kb
530,35.0,A 5.9: ER 308L,0.0,0.0,"Boilers, agriculture, liquid storage tanks, food machinery, furniture etc.",,0.0,0.0,0.03,9.0,0.0,19.0,0.0,,1.4316,,0.0,0.0,,,0.0,AW,120.0,,50.0,14343-A: S 19 9 L,0.0,1.7000000000000002,,0.30000000000000004,0.0,SA 308L,0.0,0.0,9.5,0.0,,,0.0,0.0,,"308L has good general corrosion resistance. The alloy has a low carbon content, making it particularly recommended where there is a risk of intergranular corrosion.Best to be used with our agglomerated flux FL 8111",0.0,,570.0,350.0,0.0,,,0.4,,0.0,"

W.Nr:.
1.4306, 1.4301, 1.4541, 1.4550, 1.4311, 1.4546, 1.4312, 1.4300, 1.4312, 1.4371, 1.4541, 1.4543, 1.4550, 1.4452


DIN.
X2CrNi 19 11 (TP), X4CrNi 18 10 (TP), X6CrNiTi 18 10 (TP), X6CrNiNb 18 10 (TP), X2CrNiN 18 10 (TP), X5CrNiNb 18 10, G-X10CrNi 18 8 (TP),


AISI.
202, 302, 304L, 304, 305, 321, 347, 304 LNASTM A320 Grade B8C/D, 302


 ",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-308l
531,,A 5.9 ~EQ ER 308L,0.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,1.4316,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,SA 308L strip,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-308l-strip
532,30.0,A 5.9: ER 309L,0.0,0.0,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or difficult to weld steels. ",,0.0,0.0,0.30000000000000004,9.0,0.0,24.0,0.0,,1.4332,,0.0,0.0,,,0.0,AW,80.0,,,14343-A: S 23 12 L,0.0,1.75,,0.30000000000000004,0.0,SA 309L,0.0,0.0,13.0,0.0,,,0.0,0.0,,"High mechanical properties and very good weldability due to a ingreased silicon content, suitable for operating temperatures up to 300°C.",0.0,,590.0,3.0,0.0,,,0.47500000000000003,,0.0,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or difficult to weld steels such as: 42CrMo4, C45, 42MnV7, tool steels. High temperature steels such as: 22NiMoCr4-7, 20MnMoNi5-5 and GS-18NiMoCr3-7",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-309l
533,,A 5.9: EQ 309L,0.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,1.4332,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,SA 309L strip,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-309l-strip
534,29.0,A 5.9: ER 309LMo,0.0,0.0,"Cladding tanks, vessels, tubes etc. ",,0.0,0.0,0.015,10.0,0.0,22.0,0.0,,1.4459,,0.0,0.0,,,0.0,AW,,,,14343-A: S 23 12 3 L ,0.0,1.8,,2.9,0.0,SA 309LMo strip,0.0,0.0,14.0,0.0,,,0.0,0.0,,"Latest generation clean melting quality guarantees optimum metallurgical quality and attractive welder appeal. Combined with our high basic electro slag flux FL 830 ESHC excellent results are obtained in both deposition rate as minimum delution rate due to the higher slag temperature compare to other electro slag fluxes.
 ",0.0,,650.0,465.0,0.0,,,0.30000000000000004,,0.0,Cladding on low alloyed steels in case a 18/8/2 (AISI 316) CrNiMo layer is required in the first layer.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-309lmo-strip
535,,A 5.9:  ~EQ 309LNb,0.0,0.0,"Boilers, vessels, tube cladding, valves etc.",,0.0,0.0,0.05,10.0,0.0,21.0,0.2,,,,0.0,0.0,,,0.0,AW,,,,14343-A: S 23 12 L Nb,0.0,2.0,,0.30000000000000004,0.045,SA 309LNb strip,0.55,0.0,11.0,0.0,,,0.0,0.03,,Latest generation clean melting quality guarantees optimum metallurgical quality and attractive welder appeal. Combined with our high basic electro slag flux FL 830 ESHC excellent results are obtained in both deposition rate as minimum delution rate due to the higher slag temperature compare to other electro slag fluxes.,0.0,,,,0.03,,,0.30000000000000004,,0.0,SA 309LNb is developed for cladding applications in case AISI 347 is required in the first layer on mild steel.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-309lnb-strip
536,45.0,A 5.9: ER 310,0.0,0.0,"Common applications include industrial furnaces, annealing chambers, fused salt treatment installations and boiler parts, as well as heat exchangers..",,0.0,0.0,0.1,9.0,0.0,26.0,0.0,8556: SG X12CrNi 25 20,1.4842,,0.0,0.0,,,0.0,AW,175.0,,60.0,14343-A: S 25 20,0.0,1.8,,0.0,0.0,SA 310,0.0,0.0,21.0,0.0,,,0.0,0.0,,"Solid drawn ,corrosioresistant, chromiunickel wire for welding hearesistant austenitic steels of the 25% Cr, 20% Ni types. 310 has good general oxidation resistance, especially at high temperatures, due to its high Cr content. The alloy is fully austenitic and is therefore sensitive to hot cracking. The temperature limits for use under intermittent oxidation depend on cycle frequency. In no case shall a temperature of 1000°C be exceeded. This alloy can withstand relatively severe thermic shock, and is superior to type 309 L.",0.0,,590.0,3.0,0.0,,,0.5,,0.0," 
Heat resistant stainless steels: 1.4823, 1.4826, 1.4828, 1.4832, 1.4835, 1.4840, 1.4841, 1.4846, 1.4848, 1.4837, 1.4710, 1.4713, 1.4724, 1.4726, 1.4742, 1.4745, 1.4762, 1.4845, 1.4849, 253MA,X15CrNiSi 25 20, G-X40CrNiSi 25 12, G-X15CrNi 25 20
 ",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-310
537,33.0,A 5.9: ER 316L,0.0,0.0,"The alloy is widely used in the chemical and food-processing industries, as well as in shipbuilding, vessel and various types of architectural structure.Suitable for welding corrosion-resistant Cr-Ni-Mo steels with extremely low C-content at working temperatures up to 350°C.",,0.0,0.0,0.02,9.0,0.2,18.6,0.30000000000000004,,1.443,,0.0,0.0,,,0.0,AW,70.0,,,14343-A: S 19 12 3 L,0.0,1.75,,2.75,0.0,SA 316L,0.05,0.0,12.5,0.0,,,0.0,0.0,,"SA 316L offers good general corrosion resistance, particularly to corrosion in acid and chlorinated environments. The alloy has a low carbon content which makes it particularly recommended when there is a risk of intergranular corrosion. can  be used with our fused flux Ceweld FL 880 and Ceweld FL 8111.
 ",0.0,,520.0,370.0,0.0,,,0.45,,0.0,"


1.4583 1.44351.44361.44041.44061.44081.44011.45711.45801.4406

X102CrNiMoNb 18 12X2CrNiMo 18 14 3 (TP)X4CrNiMo 17 13 3X2CrNiMo 17 12 2 (TP)-X 5 CrNiMo 19 11 2X4CrNiMo 17 12 2 (TP)X6CrNiMo 17 12 2X6CrNiMoNb 17 12 3X2CrNiMoN 17 12 3 (TP)
316Cb316L-316L316LN316H316316 Ti316Cb316LN
UNS S31640..UNS S31603UNS S31653.UNS S31600UNS S31635. 


 ",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-316l
538,37.0,A 5.9: EQ 316L,0.0,0.0,"Cladding tanks, vessels, tubes etc. ",,0.0,0.0,0.025,10.0,0.0,17.0,0.0,,1.443,,0.0,0.0,,,0.0,AW,120.0,,55.0,14343-A: S 19 12 3 L ,0.0,2.0,,2.5,0.0,SA 316L strip,0.0,0.0,12.0,0.0,,,0.0,0.045,,Latest generation clean melting quality guarantees optimum metallurgical quality and attractive welder appeal. Combined with our high basic electro slag flux FL 830 ESHC excellent results are obtained in both deposition rate as minimum dilution rate due to the higher slag temperature compare to other electro slag fluxes.,0.0,,620.0,440.0,0.03,,,0.9,,0.0,"Cladding applications where a 18/8/2 (AISI 316) CrNiMo layer is required to offer good resistance against general corrosion, particularly to corrosion in acid and chlorinated environments.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-316l-strip
539,33.0,A 5.9: ER 317L,0.0,0.0,"For SAW welding stabilized and un-stabilized CrNiMo(N) type of steels with high corrosion resistance. Also suitable for dissimilar welds between steel and stainless steel or dissimilar stainless steels. 317L has good resistance to general corrosion and pitting due to its high content of molybdenum. The alloy is used in severe corrosion conditions such as in the petrochemical, pulp, cotton and paper industries.",,0.0,0.0,0.03,9.0,0.0,19.25,0.30000000000000004,,1.4453,,0.0,0.0,,,0.0,AW,70.0,,,14343-A: S 19 14 4 L,0.0,2.0,,3.5,0.0,SA 317L,0.0,0.0,14.0,0.0,,,0.0,0.03,,"Austenitic, non magnetic stainless steel alloy with high mechanical properties and excellent weldabillity, corrosion resistance is better than AISI 316 due to the high Mo. content and also offers excellent corrosion resistance against delute hot acids. Suitable for use up to 400°C. SA 317L is best to be used in combination with FL 838",0.0,,520.0,3.0,0.02,,,0.47500000000000003,,0.0,"1.4439, 1.4429, 1.4438, 1.4583, X2CrNiMoN 17 13 5, X2CrNiMoN 17 13 3, X2CrNiMo 18 15 4, X10CrNiMoNb 18 12, 317LN, (TP)316LN, 317L, non magnetic, ferrite free. ASTM 317LMN, SS 2367.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-317l
54,,A 5.9: ER 409Nb,0.0,0.0,Used to weld Type 409 and 409Ti base materials,,0.0,0.0,0.08,2.0,0.0,12.0,0.04,,1.4009,,0.0,0.0,,,0.0,AW,,,,14343-B: SS 409 Nb,0.0,0.8,,0.5,0.0,409Nb Tig,0.075,0.0,0.6000000000000001,0.0,,,0.0,0.04,,,0.0,,,,0.03,,,1.0,,0.0,409 and 409Ti materials,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/409nb-tig
540,35.0,A 5.9: ER 318,0.0,0.0,"The alloy is widely used in the chemical and food-processing industries, as well as in shipbuilding. Suitable for welding stabilized corrosion-resistant Cr-Ni-Mo steels for working temperatures up to 400°C.",,0.0,0.0,0.035,9.0,0.0,19.0,0.0,,1.4576,,0.0,0.0,,,0.0,AW,100.0,,32.0,14343-A: S 19 12 3 Nb,0.0,1.6,,2.75,0.0,SA 318,63.615,0.0,12.5,0.0,,,0.0,0.0,,"SA 318 is engineered to a very precise analysis to create a weld deposit of high purity, superior hot cracking and corrosion resistance. CVN toughness down to –120 °C, resistant to intergranular corrosion up to +400 °C.",0.0,,550.0,350.0,0.0,,,0.5,,0.0,"

1.45831.44041.44011.45711.45801.45811.45831.44361.44371.4406
X102CrNiMoNb 18 12X2CrNiMo 17 12 2X4CrNiMo 17 12 2X6CrNiMo 17 12 2X6CrNiMoNb 17 12 3G-X5CrNiMoNb 19 11 2X10CrNiMoNb18-12X3CrNiMo17-13-3G-X6CrNiMo 18 12X2CrNiMoN 17 12 3
316Cb(TP) 316L(TP) 316316 Ti316Cb----(TP)316LN 


 ",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-318
541,25.0,A 5.9: ER 347,0.0,0.0,Solid stainless steel wire for SAW welding Niobium or Titanium stabilized stainless steels.,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,1.4551,,0.0,0.0,,,0.0,,,,,14343-A: S 19 9 Nb,0.0,0.0,,0.0,0.0,SA 347,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,"1.4301, 1.4303, 1.4306, 1.4308, 1.4310, 1.4312, 1.4319, 1.4541, 1.4550, 1.4552., 304L, 347",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-347
542,,A 5.9: EQ 347,0.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,1.4551,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,SA 347 strip,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-347-strip
543,,A 5.9: ER 410NiMo,0.0,0.0,,,0.0,0.0,0.5,9.0,0.0,13.0,0.0,,1.4351,,0.0,0.0,,,0.0,,,,,14700: S Fe7 ,0.0,1.0,,0.5,0.0,SA 410NiMo,0.0,0.0,4.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,0.30000000000000004,,0.0,"Thermo shock resistant alloy, high temperature resistant, good corrosion resistance",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-410nimo
544,,A 5.9: ER 420,0.0,0.0,The best all-purpose steel type for machine element work. Suitable for fairly corrosion resistant overlay welding with a hardness of approx. 50 HRc. ,,0.0,0.0,0.325,9.0,0.0,13.0,0.0,,1.4028,,0.0,0.0,,50.0,1.0,AW,,,,14343-B: 2007 420,0.0,0.6000000000000001,,0.0,0.0,SA 420B,0.0,0.0,0.6000000000000001,0.0,,,0.0,0.0,,"SA 420B offers fair general corrosion resistance combined with high hardness and excellent wear properties especially to face metal to metal wear problems .  Can be used with Ceweld FL 8111.
 ",0.0,,,,0.0,,,0.5,,0.0,"Shafts, Valves, seats, pistons, Dredging pump casings, continuous casting rollers etc.
 ",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-420b
545,,A 5.9: ER 430,0.0,0.0,"Cladding seats, valves, wheels, shafts etc.",,0.0,0.0,0.021,9.0,0.0,17.0,0.0,,1.4016,,0.0,0.0,,,0.0,AW,,,,14343-A: 17,0.0,0.46,,0.03,0.029900000000000003,SA 430,0.0,0.0,0.4,0.0,,,0.0,0.023,,"Submerged arc welding wire to be used with FL 8111 or FL 880 flux with excelent welding properties. Stainless deposit with low carbon content. Low heat input is recommended to avoid pronounced grain coarsening. Absence of stabilisation means that this steel is distinctly vulnerable to sensitisation phenomenon during welding, even though martensite hogs a great amount of carbon and nitrogen.",0.0,,,,0.0026000000000000003,,,0.4,,0.0,"Cladding AISI 410, 410NiMo, 410NiMoNbV.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-430
546,23.0,A 5.23: EB8,0.0,0.0,"Low alloyed copper-coated SAW wire with 9% Cr and 1% Mo to be used for welding creep resistant steel. It finds applications in power plants, chemical or petro-chemical industry and in the ammonia synthesis process. It is also used for heat exchangers, boilers, piping and pressure vessels for temperature service up to 600°C. ",,0.0,0.0,0.08,2.0,0.0,8.7,0.0,,,,0.0,750.0,1.0,,0.0,SR/PWHT,60.0,,,24598-A: S CrMo9,0.0,0.6000000000000001,,1.0,0.0,SA 80S-B8,0.0,0.0,0.18,0.0,,,0.0,0.0,,The 9%C1%Mo creep resistant alloy is used for service up to ~600°C particularly in environments involving hot hydrogen gas.,0.0,,700.0,560.0,0.0,,,0.4,,0.0,"ASTM: A 182 Gr F9, A 199 Gr T9 , A 213 Gr T9 , A 217 Gr C12 , A 234 Gr WP9, A 335 Gr 9 , A 336 Gr F9 , A 387 Gr 9 , EN (BS 3100 Gr B6), (BS 3604 Gr CFS 629-470, HFS 629-470), (BS 3604 Gr HFS 629-590, CFS 629-590) , (DIN GS-12CrCrMo 10-1) , (DIN X12CrMo 9-1) , (DIN X7CrMo 9-1) W.Nr: 1.7386, 1.7388, 1.7389",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-80s-b8
547,14.0,A 5.28: ER 120 S-G,0.0,0.0,"Crane, steel, vessel and apparatus construction. 
",,0.0,0.0,0.1,9.0,0.0,0.6000000000000001,0.0,,,,0.0,0.0,,,0.0,AW,55.0,47.0,,14295: SZ4Ni2CrMo,0.0,1.85,,0.55,0.0,SA 890,0.0,0.0,2.2,0.0,,,0.0,0.015,,"Extreme crack resistant weld deposit due to extra low hydrogen content when combined with Ceweld  FL 155. Developed for welding cold tough, high tensile fine grain steel exceeding a yield strength of 890N/mm2. To obtain the requested mechanical properties the heat input should be kept around 10 KJ/cm. Cooling time (T8/5) must be adjusted by travel speed and preheat temperature.",0.0,,1025.0,8.0,0.015,,,0.6000000000000001,,0.0,"S890 TM-pipe steels to StE 890 to S890QL1, A 517, X 120 high-strength fine grain structural steels (low temp) to StE 960 (StE 1100 to 12 mm) to S960QL1 (S1100 to 12 mm)",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-890
548,35.0,A 5.9: ER 385,0.0,0.0,"Tanks and process vessels, Piping systems, agitators, rotors, cast pumps and valves for use in the fertilizer, phosphoric,sulphuric and acetic acid plants
",,0.0,0.0,0.019,9.0,0.0,20.5,1.6,8556: ~20 25 5 L Cu,1.4539,,0.0,0.0,,,0.0,AW,70.0,,,14343-A: S 20 25 5 Cu L,0.0,2.05,,4.6,0.04,SA 904L,0.0,0.0,25.1,0.0,,,0.0,0.014,,"SA 904L is used for welding materials of similar chemical composition which are used for fabrication of equipment and vessels for handling of sulfuric acid and many chloride containing media. This filler metal may also find applications for joining Type 317L material where improved corrosion resistance in specific media is needed. In order to reduce the propensity for fissuring and hot cracking, the low melting constituents such as carbon, silicon, and phosphorus are controlled to lower levels in this alloy. Best to be used with our fused flux FL 880",0.0,,560.0,380.0,0.015,,,0.35000000000000003,,0.0,"W.Nrs: 1.4500, 1.4505, 1.4506, 1.4531, 1.4536, 1.4539, 1.4573, 1.4585, 1.4586, 4 NS N 08904 1.4539, 1.4537, 1.4519, 1.4505, UNS N08904, S31726, X1NiCrMoCu 25-20-5, X1CrNiMoCuN 25-25-5, X4NiCrMoCuNb 20-18-2, Uranus B6",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-904l
549,16.0,A5.23: EB91,0.0,0.0,"Designed for welding equivalent type 91~ 9% Cr Steels modified with small aditions of Niobium, Vanadium and Nitrogen to offer improved long term creep properties. This alloy 
is specialy intended for high integrity structural service at elevated temperature such as: Headers, main steam piping and turbine casings, gasification plants etc.
",,0.0,0.0,0.1,9.0,0.0,8.7,0.0,,1.4903,,0.0,750.0,3.0,265.0,3.0,SR/PWHT,17.0,,,24598-A SCrMo91,0.0,0.5,,1.0,0.0,SA 90S-B9,0.04,0.0,0.6000000000000001,0.0,,,0.0,0.008,,Sub arc filler metal specifically intended for high integrity structural service at elevated temperature so the minor alloy additions responsible for its creep strenghth are kept above the minimum considered necessary to ensure satifactory performance. SA 90B9 is best to be used with FL 155 high basic agglomerated flux to obtain optimum creep properties.,0.0,,620.0,540.0,0.006,,,0.25,,0.0,"A 213 T91 (seamless tubes), A 335 P91 (seamless tubes), A 387 Gr91 (plates), A 182 / A336 F91 (forgings), X10CrMoVNb 91, 1503 Gr91, AFNOR NF A-49213/A-49219 Gr TU Z 10, CDVNb 09-01",0.0,0.2,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-90s-b9
55,,A 5.9: ER 410,0.0,0.0,"Overlay of carbon and low-alloy steels for resistance to corrosion, erosion, or abrasion. 410 has higher hardness and is used in valve seats to obtain better galling resistance. Normally to obtain adequate ductility, preheat and post-weld heat-treatment are required.",,0.0,0.0,0.12,2.0,0.0,12.75,0.4,8556: SG-X 8 Cr 14,1.4009,,0.0,0.0,,35.0,1.0,AW/PWHT,,,,14343-A: G Z 13,0.0,0.6000000000000001,,0.75,0.0,410,0.0,0.0,0.6000000000000001,0.0,,,0.0,0.0,,410 is a martensitic stainless steel that is heatreatable. It has a nominal weld metal composition of 12% Chromium. These weld deposits are aihardenable that can normally be heatreated after welding.,1.0,,,,0.0,,,0.5,,0.0,"For welding or repairing 12% Cr air-hardenable stainless steels like types 410, 416, 420, 431 and cast C-15, W.Nr: 1.4008, 1.4000, 1.4006, X8Cr14, X6Cr13, X10Cr13 and cast steels. ",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/410
550,30.0,A 5.14: ER NiFeCr-1,0.0,0.0,"The excellent corrosion-resistant properties of Alloy 825 make the alloy a suitable choice for a variety of difficult applications. Uses include fabricated equipment found in chemical and petro- chemical processing, pulp and paper manufacturing, flue gas desulphurization systems and metal pickling operations.",,0.0,0.0,0.05,9.0,0.0,21.5,2.15,,2.4858000000000002,,22.0,0.0,,,0.0,,,,70.0,18274: S Ni8065,0.0,0.1,,3.0,0.0,SA Alloy 825,0.0,0.0,42.0,0.0,,,0.0,0.0,,"Fully austenitic weld metal with high resistance against stress corrosion cracking and pitting in media containing chloride ions. Good corrosion resistance against reducing acids due to the combination of Ni, Mo and Cu. Sufficient resistance against oxidizing acids. The weld metal is corrosion resistant in sea water. SA Alloy 825 is best to be used with FL 839 flux.",0.0,,630.0,425.0,0.0,,,0.4,,0.0,"G-X7NiCrMoCuNb 25 20, X1NiCrMoCuN25 20 6, X1NiCrMoCuN25 20 5, NiCr21Mo, X1NiCrMoCu 31 27 4, N08926, N08904, ALLOY 825, N08028, UNS N08825 W.Nr: 1.4500, 1.4529, 1.4539 (904L), 2.4858, 1.4563, 1.4465, 1.4577 (310Mo), 1.4133, 1.4500, 1.4503, 1.4505, 1.4506, 1.4531, 1.4536, 1.4585, 1.4586",0.9,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/sa-alloy-825
